feature,importance
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__propionibacteriaceae.g__propionibacteriaceae_unclassified,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__corynebacteriaceae.g__corynebacterium.s__corynebacterium_accolens,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__bacillaceae_unclassified.s__bacillaceae_bacterium_eag3,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__bacillus.s__bacillus_aryabhattai,0.0
k__bacteria.p__firmicutes.c__erysipelotrichia.o__erysipelotrichales.f__erysipelotrichaceae.g__allobaculum.s__allobaculum_stercoricanis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__hydrogenibacillus.s__hydrogenibacillus_schlegelii,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__planococcaceae.g__jeotgalibacillus.s__jeotgalibacillus_marinus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__paenibacillaceae.g__paenibacillus.s__paenibacillus_solani,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__paenibacillaceae.g__paenibacillus.s__paenibacillus_amylolyticus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__paenibacillaceae.g__brevibacillus.s__brevibacillus_reuszeri,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__paenibacillaceae.g__aneurinibacillus.s__aneurinibacillus_migulanus,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__coriobacteriales.f__coriobacteriaceae.g__eggerthella.s__eggerthella_sp_1_3_56faa,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillales_noname.g__gemella.s__gemella_morbillorum,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__psychrobacillus.s__psychrobacillus_psychrotolerans,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__lysinibacillus.s__lysinibacillus_sp_b2a1,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__bacillus.s__bacillus_thermoamylovorans,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__bifidobacteriales.f__bifidobacteriaceae.g__bifidobacterium.s__bifidobacterium_anseris,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__bacillus.s__bacillus_sp_fjat_18017,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__ruminococcaceae.g__ruminococcus.s__ruminococcus_albus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__bacillus.s__bacillus_pseudalcaliphilus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__bacillus.s__bacillus_megaterium,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__bacillus.s__bacillus_marisflavi,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__bacillus.s__bacillus_intestinalis,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__ruminococcaceae.g__ruminococcus.s__ruminococcus_sp_jc304,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__bacillus.s__bacillus_cereus_group,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__bacillaceae.g__bacillus.s__bacillus_butanolivorans,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__corynebacteriaceae.g__corynebacterium.s__corynebacterium_afermentans,0.0
k__bacteria.p__bacteroidetes.c__sphingobacteriia.o__sphingobacteriales.f__sphingobacteriaceae.g__sphingobacterium.s__sphingobacterium_mizutaii,0.0
k__bacteria.p__bacteroidetes.c__sphingobacteriia.o__sphingobacteriales.f__sphingobacteriaceae.g__sphingobacterium.s__sphingobacterium_cellulitidis,0.0
k__bacteria.p__bacteroidetes.c__chitinophagia.o__chitinophagales,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__capnocytophaga.s__capnocytophaga_ochracea,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__capnocytophaga.s__capnocytophaga_leadbetteri,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__capnocytophaga.s__capnocytophaga_granulosa,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__capnocytophaga.s__capnocytophaga_gingivalis,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia,0.0
k__bacteria.p__bacteroidetes.c__chitinophagia.o__chitinophagales.f__chitinophagaceae.g__sediminibacterium.s__sediminibacterium_sp_femgt703s,0.0
k__bacteria.p__bacteroidetes.c__chitinophagia.o__chitinophagales.f__chitinophagaceae.g__sediminibacterium,0.0
k__bacteria.p__bacteroidetes.c__chitinophagia.o__chitinophagales.f__chitinophagaceae,0.0
k__bacteria.p__bacteroidetes.c__chitinophagia,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__corynebacteriaceae.g__corynebacterium.s__corynebacterium_simulans,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__tannerellaceae.g__tannerella.s__tannerella_sp_oral_taxon_hot_286,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__tannerellaceae.g__tannerella.s__tannerella_sp_oral_taxon_808,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__tannerellaceae.g__tannerella.s__tannerella_forsythia,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__tannerellaceae.g__tannerella,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__prevotellaceae.g__prevotella.s__prevotella_veroralis,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__prevotellaceae.g__prevotella.s__prevotella_sp_p3_122,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__prevotellaceae.g__prevotella.s__prevotella_sp_oral_taxon_306,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__prevotellaceae.g__prevotella.s__prevotella_sp_f0091,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__actinomycetales_noname.g__tropheryma.s__tropheryma_whipplei,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__capnocytophaga.s__capnocytophaga_unclassified,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__cellulophaga.s__cellulophaga_unclassified,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__chryseobacterium,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__brevibacteriaceae.g__brevibacterium.s__brevibacterium_linens,0.0
k__bacteria.p__bacteroidetes.c__sphingobacteriia.o__sphingobacteriales.f__sphingobacteriaceae.g__pedobacter.s__pedobacter_unclassified,0.0
k__bacteria.p__bacteroidetes.c__sphingobacteriia.o__sphingobacteriales.f__sphingobacteriaceae.g__pedobacter.s__pedobacter_himalayensis,0.0
k__bacteria.p__bacteroidetes.c__sphingobacteriia.o__sphingobacteriales.f__sphingobacteriaceae.g__pedobacter,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__riemerella.s__riemerella_unclassified,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__riemerella,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__flavobacterium.s__flavobacterium_ummariense,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__flavobacterium.s__flavobacterium_sp_femgt703f,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__flavobacterium,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__empedobacter.s__empedobacter_falsenii,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__empedobacter,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__elizabethkingia.s__elizabethkingia_anophelis,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__elizabethkingia,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__cloacibacterium.s__cloacibacterium_normanense,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__cloacibacterium,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__chryseobacterium.s__chryseobacterium_sp_vausw3,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__chryseobacterium.s__chryseobacterium_sp_ag844,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__chryseobacterium.s__chryseobacterium_sp_39_10,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__chryseobacterium.s__chryseobacterium_indologenes,0.0
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__chryseobacterium.s__chryseobacterium_bovis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__planococcaceae.g__sporosarcina.s__sporosarcina_globispora,0.0
k__bacteria.p__firmicutes.c__bacilli.o__bacillales.f__staphylococcaceae.g__staphylococcus.s__staphylococcus_sciuri,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__aerococcaceae_unclassified,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__leuconostoc.s__leuconostoc_suionicum,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__coriobacteriales.f__coriobacteriaceae.g__atopobium.s__atopobium_vaginae,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__streptococcaceae.g__lactococcus.s__lactococcus_chungangensis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__weissella.s__weissella_paramesenteroides,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__weissella.s__weissella_koreensis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__weissella.s__weissella_halotolerans,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__oenococcus.s__oenococcus_alcoholitolerans,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__bifidobacteriales.f__bifidobacteriaceae.g__bifidobacterium.s__bifidobacterium_merycicum,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__oenococcus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__leuconostoc.s__leuconostoc_unclassified,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__cellulosilyticum,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_manihotivorans,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__cellulosilyticum.s__cellulosilyticum_lentocellum,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__leuconostoc.s__leuconostoc_kimchii,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__pediococcus.s__pediococcus_sp,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__pediococcus.s__pediococcus_parvulus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__pediococcus.s__pediococcus_argentinicus,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__bifidobacteriales.f__bifidobacteriaceae.g__bifidobacterium.s__bifidobacterium_magnum,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_xiangfangensis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_vaccinostercus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_pantheris,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__alkaliphilus,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__alkaliphilus.s__alkaliphilus_oremlandii,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__anaerostipes.s__anaerostipes_unclassified,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__anaerostipes.s__anaerostipes_sp_992a,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_tyrobutyricum,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiales_family_xiii_incertae_sedis.g__clostridiales_family_xiii_incertae_sedis_unclassified.s__eubacterium_saphenum,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_sp_mste9,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_sp_m62_1,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_sp_c105kso13,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__bifidobacteriales.f__bifidobacteriaceae.g__bifidobacterium.s__bifidobacterium_tsurumiense,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__bifidobacteriales.f__bifidobacteriaceae.g__bifidobacterium.s__bifidobacterium_moukalabense,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_clostridioforme,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__eubacteriaceae.g__eubacterium.s__eubacterium_sp_3_1_31,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__eubacteriaceae.g__eubacterium.s__eubacterium_sp_68_3_10,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_botulinum,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_bornimense,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__eubacteriaceae.g__pseudoramibacter.s__pseudoramibacter_alactolyticus,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__hungateiclostridiaceae.g__mageeibacillus,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__hungateiclostridiaceae.g__mageeibacillus.s__mageeibacillus_indolicus,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_argentinense,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__anaerocolumna,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__anaerosporobacter,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__anaerosporobacter.s__anaerosporobacter_mobilis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_nodensis,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__lachnoanaerobaculum.s__lachnoanaerobaculum_umeaense,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__peptostreptococcaceae.g__romboutsia.s__romboutsia_lituseburensis,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__peptococcaceae.g__desulfotomaculum,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__carnobacteriaceae.g__agitococcus.s__agitococcus_lubricus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__carnobacteriaceae.g__agitococcus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__globicatella.s__globicatella_sulfidifaciens,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__tyzzerella.s__tyzzerella_sp_an114,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__globicatella.s__globicatella_sanguinis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__globicatella,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__oscillospiraceae.g__oscillibacter.s__oscillibacter_sp_kle_1745,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__facklamia.s__facklamia_languida,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__facklamia.s__facklamia_ignava,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__peptococcaceae.g__desulfotomaculum.s__desulfotomaculum_ruminis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_kitasatonis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__facklamia.s__facklamia_hominis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__facklamia,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__peptostreptococcaceae.g__peptostreptococcaceae_noname.s__clostridium_glycolicum,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__eremococcus.s__eremococcus_coleocola,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__bifidobacteriales.f__bifidobacteriaceae.g__bifidobacterium.s__bifidobacterium_choerinum,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__peptostreptococcaceae.g__peptostreptococcus.s__peptostreptococcus_unclassified,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__eremococcus,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__peptostreptococcaceae.g__romboutsia.s__romboutsia_hominis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__aerococcaceae.g__aerococcaceae_unclassified.s__aerococcaceae_bacterium,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__enterococcaceae.g__enterococcus.s__enterococcus_canintestini,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__enterococcaceae.g__enterococcus.s__enterococcus_devriesei,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__enterococcaceae.g__enterococcus.s__enterococcus_italicus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__enterococcaceae.g__enterococcus.s__enterococcus_phoeniculicola,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_kefiri,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_ingluviei,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_hilgardii,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_harbinensis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_gallinarum,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_fructivorans,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__lachnoclostridium.s__lachnoclostridium_phytofermentans,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_crustorum,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__lachnospiraceae_noname.s__lachnospiraceae_bacterium_1_4_56faa,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__lachnospiraceae_noname.s__lachnospiraceae_bacterium_4_1_37faa,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_agilis,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__bifidobacteriales.f__bifidobacteriaceae.g__bifidobacterium.s__bifidobacterium_gallicum,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_acidipiscis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactiplantibacillus.s__lactiplantibacillus_argentoratensis,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__enterococcaceae.g__melissococcus.s__melissococcus_sp_om08_11bh,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__oribacterium.s__oribacterium_asaccharolyticum,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__enterococcaceae.g__enterococcus.s__enterococcus_saccharolyticus,0.0
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__enterococcaceae.g__enterococcus.s__enterococcus_pseudoavium,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__roseburia.s__roseburia_sp_831b,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__prevotellaceae.g__prevotella.s__prevotella_shahii,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__prevotellaceae.g__prevotella.s__prevotella_scopos,0.0
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__enterobacteriales.f__enterobacteriaceae.g__providencia,0.0
k__bacteria.p__actinobacteria.c__thermoleophilia.o__thermoleophilales.f__thermoleophilaceae.g__thermoleophilum,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__sphingomonadales.f__sphingomonadaceae.g__sphingomonas.s__sphingomonas_indica,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__sphingomonadales.f__sphingomonadaceae.g__zymomonas,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__sphingomonadales.f__sphingomonadaceae.g__zymomonas.s__zymomonas_mobilis,0.0
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__burkholderiales.f__alcaligenaceae.g__bordetella.s__bordetella_unclassified,0.0
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__burkholderiales.f__burkholderiaceae.g__cupriavidus.s__cupriavidus_unclassified,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__actinomycetaceae.g__mobiluncus,0.0
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__burkholderiales.f__comamonadaceae.g__melaminivora.s__melaminivora_sp_sc2_7,0.0
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__burkholderiales.f__comamonadaceae.g__melaminivora.s__melaminivora_sp_sc2_9,0.0
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__burkholderiales.f__comamonadaceae.g__ottowia.s__ottowia_sp_oral_taxon_894,0.0
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiales_family_xi_incertae_sedis.g__peptoniphilus,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__actinomycetaceae.g__mobiluncus.s__mobiluncus_curtisii,0.0
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__neisseriales.f__neisseriaceae.g__eikenella.s__eikenella_sp_nml02_a_017,0.0
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__neisseriales.f__neisseriaceae.g__eikenella.s__eikenella_sp_nml130454,0.0
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__neisseriales.f__neisseriaceae.g__prolinoborus,0.0
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__neisseriales.f__neisseriaceae.g__prolinoborus.s__prolinoborus_fasciculus,0.0
k__bacteria.p__actinobacteria.c__thermoleophilia.o__thermoleophilales.f__thermoleophilaceae,0.0
k__bacteria.p__actinobacteria.c__thermoleophilia.o__thermoleophilales,0.0
k__bacteria.p__proteobacteria.c__deltaproteobacteria.o__desulfovibrionales.f__desulfovibrionaceae.g__desulfovibrio.s__desulfovibrio_legallii,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__actinomycetaceae.g__arcanobacterium.s__arcanobacterium_haemolyticum,0.0
k__bacteria.p__proteobacteria.c__deltaproteobacteria.o__desulfovibrionales.f__desulfovibrionaceae.g__desulfovibrio.s__desulfovibrio_termitidis,0.0
k__bacteria.p__actinobacteria.c__thermoleophilia.o__thermoleophilales.f__thermoleophilaceae.g__thermoleophilum.s__thermoleophilum_album,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rickettsiales.f__rickettsiaceae.g__rickettsia.s__rickettsia_felis,0.0
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__prevotellaceae.g__prevotella.s__prevotella_salivae,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales.f__phyllobacteriaceae.g__mesorhizobium.s__mesorhizobium_sp_65_26,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales.f__brucellaceae.g__ochrobactrum.s__ochrobactrum_pituitosum,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales.f__methylobacteriaceae,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales.f__methylobacteriaceae.g__methylobacterium,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales.f__methylobacteriaceae.g__methylobacterium.s__methylobacterium_phyllosphaerae,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales.f__methylobacteriaceae.g__methylorubrum,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales.f__methylobacteriaceae.g__methylorubrum.s__methylorubrum_populi,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales.f__phyllobacteriaceae.g__aquamicrobium,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales.f__phyllobacteriaceae.g__aquamicrobium.s__aquamicrobium_defluvii,0.0
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales.f__phyllobacteriaceae.g__mesorhizobium,0.0
